customer_id,cluster,purchase_frequency,total_spend,avg_price,unique_products,unique_categories,recency_days,age,tenure_months,num_purchases,spend_per_visit,average_purchase_value,days_since_first_purchase,monetary_per_month,purchase_intensity,category_diversity_ratio,avg_items_per_purchase,price_sensitivity,spending_consistency,purchase_value_range,days_between_purchases,purchase_regularity,recent_activity_ratio,customer_value_score,price_std,total_quantity,customer_lifetime_days,feedback_sentiment,sentiment_encoded,gender,region,feedback_sentiment,sentiment_encoded
CUST00295,0,4,128000,11500.0,3,1,117,36,37,4,32000.0,32000.0,799,3459.4594594594596,0.005,0.3333333333333333,3.0,0.9243605054551869,0.8241422130298375,57000,170.5,0.0058309037900874635,0.2564102564102564,51275.6,10630.145812734649,12,682,0.3669,2,Female,East,0.3669,2
CUST00296,1,5,670000,31400.0,4,1,656,50,57,5,134000.0,134000.0,1272,11754.38596491228,0.003927729772191673,0.25,4.2,0.8102576786314138,0.858886800184492,235000,123.2,0.008051529790660225,0.04573170731707317,268001.5,25442.091109026394,21,616,0.34565999999999997,2,Female,South,0.34565999999999997,2
CUST00297,0,3,85200,13350.0,3,2,689,48,29,3,28400.0,28400.0,1268,2937.9310344827586,0.002364066193853428,0.6666666666666666,3.0,0.9405671898444298,0.7392968977288107,59800,193.0,0.005154639175257732,0.04354136429608128,34080.9,12556.571984423137,9,579,0.5643666666666666,2,Male,North,0.5643666666666666,2
CUST00298,1,5,328000,25800.0,4,2,412,56,9,5,65600.0,65600.0,1354,36444.444444444445,0.0036900369003690036,0.5,2.4,1.1754479077300841,0.7790148357386265,222000,188.4,0.005279831045406547,0.07281553398058252,131201.5,30326.556019436168,12,942,0.45752,0,Female,South,0.45752,0
CUST00299,1,5,530000,26000.0,5,2,671,50,39,5,106000.0,106000.0,1293,13589.74358974359,0.0038639876352395673,0.4,3.8,0.9764232519066234,0.7937126478003546,325000,124.4,0.007974481658692184,0.044709388971684055,212001.5,25387.004549572208,19,622,0.5051599999999999,2,Male,South,0.5051599999999999,2
CUST00300,1,4,357000,25750.0,3,1,354,21,49,4,89250.0,89250.0,910,7285.714285714285,0.0043907793633369925,0.3333333333333333,4.0,1.1665039453107253,0.8079371181979963,198000,139.0,0.007142857142857143,0.0847457627118644,142804.5,30037.47659175118,16,556,0.151775,2,Female,North,0.151775,2
CUST00302,1,4,388000,26500.0,2,1,71,55,26,4,97000.0,97000.0,815,14923.076923076924,0.004901960784313725,0.5,3.25,1.0943396226415096,0.7601987963206652,256000,186.0,0.0053475935828877,0.4225352112676056,155289.40000000002,29000.000000000004,13,744,0.1379,2,Female,South,0.1379,2
CUST00303,0,3,66300,11033.333333333334,3,3,449,37,30,3,22100.0,22100.0,1309,2210.0,0.0022900763358778627,1.0,2.3333333333333335,1.1532438733589785,0.7229679155500026,49700,286.6666666666667,0.0034762456546929316,0.066815144766147,26520.9,12724.124069394064,7,860,0.2932333333333333,0,Female,West,0.2932333333333333,0
CUST00304,1,6,334200,17525.0,6,3,256,43,20,6,55700.0,55700.0,942,16710.0,0.006362672322375398,0.5,2.8333333333333335,1.5075988012717305,0.8086704269224484,209900,114.33333333333333,0.008670520231213874,0.1171875,133714.5,26420.66899228708,17,686,0.42165,2,Female,South,0.42165,2
CUST00305,0,1,135000,45000.0,1,1,762,26,2,1,135000.0,135000.0,762,67500.0,0.001310615989515072,1.0,3.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.03937007874015748,54000.3,17677.66952966369,3,0,0.7845,2,Male,West,0.7845,2
CUST00306,1,3,261200,19033.333333333332,3,2,211,43,22,3,87066.66666666667,87066.66666666667,1034,11872.727272727272,0.002898550724637681,0.6666666666666666,3.3333333333333335,1.2221520796846363,0.683792059459181,224800,274.3333333333333,0.0036319612590799033,0.14218009478672985,104527.09999999999,23261.62791666424,10,823,0.5213,0,Female,East,0.5213,0
CUST00307,0,4,96100,8012.5,4,3,723,20,14,4,24025.0,24025.0,1022,6864.285714285715,0.0039100684261974585,0.75,2.75,0.7030627378735096,0.8309187231493644,47900,74.75,0.013201320132013201,0.04149377593360996,38441.2,5633.290187211495,11,299,0.5010749999999999,0,Male,East,0.5010749999999999,0
CUST00308,1,6,361200,14841.666666666666,5,3,225,54,41,6,60200.0,60200.0,1258,8809.756097560976,0.004765687053216839,0.6,4.0,1.1534620688052355,0.8408737257548748,179800,172.16666666666666,0.00577478344562079,0.13333333333333333,144523.8,17119.299537851035,24,1033,-0.12111666666666669,0,Male,East,-0.12111666666666669,0
CUST00309,1,6,649000,32000.0,5,2,392,32,37,6,108166.66666666667,108166.66666666667,1354,17540.54054054054,0.004428044280442804,0.4,3.5,0.7853641671224885,0.8839078114435054,201000,160.33333333333334,0.006198347107438016,0.07653061224489796,259601.8,25131.65334791963,21,962,0.40349999999999997,2,Female,East,0.40349999999999997,2
CUST00310,1,4,395200,28787.5,4,2,119,31,7,4,98800.0,98800.0,1126,56457.142857142855,0.00354924578527063,0.5,2.25,1.2050274913545034,0.7007105201566299,349900,251.75,0.003956478733926805,0.25210084033613445,158155.0,34689.72890736777,9,1007,0.047599999999999976,0,Female,West,0.047599999999999976,0
CUST00311,0,4,113100,17025.0,4,3,0,59,44,4,28275.0,28275.0,1276,2570.4545454545455,0.0031323414252153485,0.75,1.75,1.152310287519278,0.7969495962859003,59900,319.0,0.003125,1.0,45350.7,19618.08264501571,7,1276,-0.026200000000000015,1,Male,North,-0.026200000000000015,1
CUST00312,1,5,915000,53400.0,3,2,552,22,3,5,183000.0,183000.0,1366,305000.0,0.0036576444769568397,0.6666666666666666,3.8,0.47846350330101306,0.9150269172141521,220000,162.8,0.006105006105006105,0.05434782608695652,366001.5,25549.951076274097,19,814,0.63168,2,Male,West,0.63168,2
CUST00313,0,2,15100,1550.0,2,2,507,26,6,2,7550.0,7550.0,1178,2516.6666666666665,0.0016963528413910093,1.0,3.0,1.3229739777038632,0.589017950522103,14900,335.5,0.0029717682020802376,0.05917159763313609,6040.6,2050.609665440988,6,671,0.06575,1,Female,South,0.06575,1
CUST00314,0,1,12000,3000.0,1,1,990,61,26,1,12000.0,12000.0,990,461.53846153846155,0.0010090817356205853,1.0,4.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.030303030303030304,4800.3,17677.66952966369,4,0,0.0,1,Male,North,0.0,1
CUST00315,0,1,25000,25000.0,1,1,38,43,19,1,25000.0,25000.0,38,1315.7894736842106,0.02564102564102564,1.0,1.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.7894736842105263,10098.4,17677.66952966369,1,0,0.4404,2,Female,East,0.4404,2
CUST00316,1,5,344450,25430.0,5,2,149,61,27,5,68890.0,68890.0,1157,12757.407407407407,0.004317789291882556,0.4,2.6,1.2176980758164553,0.8022180746347427,179950,201.6,0.004935834155972359,0.20134228187919462,137846.3,30966.06206801246,13,1008,0.31936,2,Female,South,0.31936,2
CUST00317,1,5,184200,20410.0,4,3,520,26,56,5,36840.0,36840.0,1185,3289.285714285714,0.0042158516020236085,0.75,2.0,1.379110990679067,0.7595704909467839,139800,133.0,0.007462686567164179,0.057692307692307696,73681.5,28147.65531975976,10,665,0.22401999999999997,2,Female,East,0.22401999999999997,2
CUST00318,1,8,835000,29000.0,6,2,104,55,55,8,104375.0,104375.0,1263,15181.818181818182,0.006329113924050633,0.3333333333333333,3.375,0.9754938468725591,0.8733787298883993,338000,144.875,0.006855184233076264,0.28846153846153844,334080.7,28289.321559304215,27,1159,0.17784999999999998,2,Male,South,0.17784999999999998,2
CUST00319,1,4,253000,32000.0,3,2,176,43,58,4,63250.0,63250.0,1309,4362.068965517241,0.0030534351145038168,0.6666666666666666,2.25,0.8303331409741515,0.8388511184738399,117000,283.25,0.003518029903254178,0.17045454545454544,101257.9,26570.660511172846,9,1133,0.40614999999999996,0,Female,East,0.40614999999999996,0
CUST00320,1,8,308900,18156.25,7,2,90,56,22,8,38612.5,38612.5,1198,14040.90909090909,0.006672226855713094,0.2857142857142857,2.5,1.421965798064033,0.834416302465927,139800,138.5,0.007168458781362007,0.3333333333333333,123644.9,25817.5665211001,20,1108,0.44813749999999997,0,Female,East,0.44813749999999997,0
CUST00321,0,2,120000,30000.0,2,1,156,43,23,2,60000.0,60000.0,381,5217.391304347826,0.005235602094240838,0.5,3.0,0.7071067811865475,0.8497788951776651,30000,112.5,0.00881057268722467,0.19230769230769232,48063.299999999996,21213.203435596424,6,225,0.28595,2,Male,North,0.28595,2
CUST00322,1,5,250100,17010.0,5,2,158,33,39,5,50020.0,50020.0,1385,6412.820512820513,0.0036075036075036075,0.4,2.2,1.0825398485560314,0.7988267924149696,134900,245.4,0.004058441558441558,0.189873417721519,100103.6,18414.00282393809,11,1227,0.6099,0,Male,West,0.6099,0
CUST00323,0,3,137100,12366.666666666666,3,2,835,60,3,3,45700.0,45700.0,1397,45700.0,0.002145922746781116,0.6666666666666666,2.3333333333333335,1.0070659466111131,0.6654271133303116,124900,187.33333333333334,0.005309734513274336,0.03592814371257485,54840.9,12454.048873090765,7,562,0.1468,2,Female,East,0.1468,2
CUST00324,0,4,84400,7525.0,4,2,24,46,41,4,21100.0,21100.0,642,2058.5365853658536,0.006220839813374806,0.5,2.75,0.9443868570080016,0.7878623179963345,44600,154.5,0.006430868167202572,1.25,33863.5,7106.511098985212,11,618,0.169925,2,Male,West,0.169925,2
CUST00325,1,5,149550,8630.0,5,2,424,49,3,5,29910.0,29910.0,1064,49850.0,0.004694835680751174,0.4,3.4,1.2780791666294316,0.736440898783884,124750,128.0,0.007751937984496124,0.07075471698113207,59821.5,11029.823208011994,17,640,0.10711999999999999,0,Male,South,0.10711999999999999,0
CUST00326,0,5,131500,10220.0,5,3,542,39,14,5,26300.0,26300.0,1102,9392.857142857143,0.004533091568449683,0.6,3.2,0.9794124654029726,0.816431071521686,74500,112.0,0.008849557522123894,0.055350553505535055,52601.5,10009.59539641838,16,560,0.22469999999999998,0,Male,North,0.22469999999999998,0
CUST00327,0,1,50000,25000.0,1,1,690,57,30,1,50000.0,50000.0,690,1666.6666666666667,0.001447178002894356,1.0,2.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.043478260869565216,20000.3,17677.66952966369,2,0,0.6808,2,Male,South,0.6808,2
CUST00328,0,2,48000,10000.0,2,2,576,35,8,2,24000.0,24000.0,847,6000.0,0.0023584905660377358,1.0,2.5,0.282842712474619,1.0,0,135.5,0.007326007326007326,0.052083333333333336,19200.6,2828.42712474619,5,271,0.4201,2,Male,North,0.4201,2
CUST00329,1,4,382000,35500.0,4,1,291,61,30,4,95500.0,95500.0,993,12733.333333333334,0.004024144869215292,0.25,2.25,0.7719543440025195,0.7549707953023808,268000,175.5,0.0056657223796034,0.10309278350515463,152823.40000000002,27404.379212089443,9,702,0.3629,0,Female,West,0.3629,0
CUST00330,0,4,118000,11750.0,4,2,370,37,2,4,29500.0,29500.0,983,59000.0,0.0040650406504065045,0.5,2.75,0.24444947432076716,0.9051209504416055,28000,153.25,0.006482982171799027,0.08108108108108109,47201.2,2872.281323269014,11,613,0.238925,0,Male,South,0.238925,0
CUST00331,1,5,146200,12010.0,5,3,334,60,11,5,29240.0,29240.0,1191,13290.90909090909,0.0041946308724832215,0.6,2.8,0.7640368894541528,0.8528523460723725,59800,171.4,0.00580046403712297,0.08982035928143713,58490.8,9176.083042344375,14,857,0.21505999999999997,0,Female,East,0.21505999999999997,0
CUST00332,0,3,99000,14000.0,2,2,98,34,11,3,33000.0,33000.0,588,9000.0,0.0050933786078098476,1.0,2.3333333333333335,0.12371791482634838,0.9015026095814948,21000,163.33333333333334,0.006085192697768763,0.30612244897959184,39681.0,1732.0508075688772,7,490,0.6445,0,Male,East,0.6445,0
CUST00333,1,6,135150,12516.666666666666,5,2,171,41,23,6,22525.0,22525.0,1434,5876.086956521739,0.004181184668989547,0.4,2.5,1.366623766196247,0.8459026959593714,59950,210.5,0.004728132387706856,0.17543859649122806,54120.0,17105.574140223023,15,1263,0.4256,0,Female,West,0.4256,0
CUST00334,0,5,109100,7610.0,5,3,363,28,43,5,21820.0,21820.0,1272,2537.2093023255816,0.003927729772191673,0.6,2.6,0.8112181642932071,0.8525373690640317,39900,181.8,0.005470459518599562,0.08264462809917356,43642.1,6173.370230271306,13,909,0.59622,2,Male,West,0.59622,2
CUST00335,1,5,111300,16220.0,4,3,385,50,57,5,22260.0,22260.0,1390,1952.6315789473683,0.0035945363048166786,0.75,2.8,1.8642968345082884,0.7893818021640225,69850,201.0,0.0049504950495049506,0.07792207792207792,44521.5,30238.894655724438,14,1005,0.27277999999999997,0,Female,South,0.27277999999999997,0
CUST00336,0,4,93400,7525.0,4,3,60,31,58,4,23350.0,23350.0,279,1610.344827586207,0.014285714285714285,0.75,3.0,0.9443868570080016,0.7287902390828129,74600,54.75,0.017937219730941704,0.5,37452.7,7106.511098985212,12,219,0.39412499999999995,2,Male,South,0.39412499999999995,2
CUST00337,1,2,575000,57500.0,2,1,8,43,17,2,287500.0,287500.0,1432,33823.529411764706,0.0013956734124214933,0.5,5.0,0.3074377309506729,0.866762284924583,125000,712.0,0.001402524544179523,3.75,230107.7,17677.66952966369,10,1424,0.18594999999999998,2,Male,North,0.18594999999999998,2
CUST00338,1,6,509400,19191.666666666668,6,3,53,37,4,6,84900.0,84900.0,1346,127350.0,0.004454342984409799,0.5,3.6666666666666665,1.3831341463615217,0.792400946608864,349800,215.5,0.004618937644341801,0.5660377358490566,203855.4,26544.64949225487,22,1293,0.3896,2,Female,North,0.3896,2
CUST00339,0,4,148050,8012.5,4,3,67,19,59,4,37012.5,37012.5,1281,2509.322033898305,0.0031201248049922,0.75,3.75,0.7030627378735096,0.8507335629545635,59950,303.5,0.003284072249589491,0.44776119402985076,59310.6,5633.290187211495,15,1214,0.52135,2,Female,East,0.52135,2
CUST00340,0,2,315000,45000.0,1,1,967,38,39,2,157500.0,157500.0,1347,8076.923076923077,0.001483679525222552,1.0,3.5,0.0,0.7674327549456742,135000,190.0,0.005235602094240838,0.031023784901758014,126000.6,0.0,7,380,0.2202,2,Female,North,0.2202,2
CUST00342,1,5,374100,17020.0,5,3,50,18,8,5,74820.0,74820.0,1266,46762.5,0.003946329913180742,0.6,3.2,1.0812279571202181,0.7921349248651647,224900,243.2,0.004095004095004095,0.6,149736.0,18402.499830186112,16,1216,0.57652,2,Female,South,0.57652,2
CUST00343,1,6,158000,11333.333333333334,4,2,10,45,23,6,26333.333333333332,26333.333333333332,1362,6869.565217391304,0.004402054292002935,0.5,2.5,0.6595059490905393,0.86482709452643,67000,225.33333333333334,0.004418262150220913,3.0,63308.3,7474.400756359446,15,1352,0.31461666666666666,0,Female,West,0.31461666666666666,0
CUST00344,0,2,36000,10000.0,2,2,392,53,39,2,18000.0,18000.0,602,923.0769230769231,0.003316749585406302,1.0,2.0,0.282842712474619,0.8092564301694538,12000,105.0,0.009433962264150943,0.07653061224489796,14400.6,2828.42712474619,4,210,0.50615,0,Male,South,0.50615,0
CUST00345,1,4,333100,26762.5,4,3,164,23,45,4,83275.0,83275.0,1332,7402.222222222223,0.003000750187546887,0.75,3.0,1.142372264157748,0.7873184228417079,209900,292.0,0.0034129692832764505,0.18292682926829268,133301.5,30572.73771952173,12,1168,0.41605,0,Female,South,0.41605,0
CUST00346,0,3,115000,17333.333333333332,3,1,361,61,1,3,38333.333333333336,38333.333333333336,818,115000.0,0.003663003663003663,0.3333333333333333,2.6666666666666665,0.3927034203204257,0.8586594663815981,35000,152.33333333333334,0.006521739130434782,0.08310249307479224,46002.1,6806.8592855540455,8,457,0.28683333333333333,2,Female,West,0.28683333333333333,2
CUST00347,0,3,24550,2716.6666666666665,3,2,115,59,35,3,8183.333333333333,8183.333333333333,1002,701.4285714285714,0.0029910269192422734,0.6666666666666666,3.3333333333333335,1.6842585943625032,0.6418601786102144,23850,295.6666666666667,0.0033707865168539322,0.2608695652173913,9895.9,4575.569181351467,10,887,0.6284666666666666,2,Male,South,0.6284666666666666,2
CUST00348,1,5,127250,10210.0,5,3,205,31,22,5,25450.0,25450.0,1395,5784.090909090909,0.0035816618911174787,0.6,3.0,0.981611189650041,0.8227405721871064,59750,238.0,0.0041841004184100415,0.14634146341463414,50949.5,10022.25024632692,15,1190,0.15971999999999997,0,Female,North,0.15971999999999997,0
CUST00349,0,1,15000,3000.0,1,1,528,20,48,1,15000.0,15000.0,528,312.5,0.001890359168241966,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.056818181818181816,6000.3,17677.66952966369,5,0,-0.3089,0,Female,West,-0.3089,0
CUST00350,1,6,237500,13350.0,5,2,236,52,40,6,39583.333333333336,39583.333333333336,829,5937.5,0.007228915662650603,0.4,3.1666666666666665,0.7917960866268705,0.8685830188986113,99500,98.83333333333333,0.01001669449081803,0.1271186440677966,95040.5,10570.477756468721,19,593,0.33725,0,Male,East,0.33725,0
CUST00351,1,5,246000,21600.0,5,2,132,32,28,5,49200.0,49200.0,1411,8785.714285714286,0.0035410764872521247,0.4,3.2,1.2698188793219995,0.82532504334493,125000,255.8,0.003894080996884735,0.22727272727272727,98471.4,27428.08779335519,16,1279,-0.0763,1,Female,East,-0.0763,1
CUST00352,1,6,145250,11008.333333333334,5,3,183,42,4,6,24208.333333333332,24208.333333333332,1333,36312.5,0.004497751124437781,0.6,2.8333333333333335,0.8334584690396192,0.8852974478511129,44750,191.66666666666666,0.005190311418685122,0.16393442622950818,58156.4,9174.988646677808,17,1150,0.22731666666666664,2,Female,North,0.22731666666666664,2
CUST00353,0,4,144200,9762.5,3,3,436,36,13,4,36050.0,36050.0,875,11092.307692307691,0.0045662100456621,1.0,3.75,0.6788876807205748,0.831065078395101,59800,109.75,0.009029345372460496,0.06880733944954129,57681.2,6627.640983034612,15,439,0.06574999999999999,0,Female,East,0.06574999999999999,0
CUST00354,0,2,12300,1550.0,2,2,733,31,9,2,6150.0,6150.0,1387,1366.6666666666667,0.001440922190201729,1.0,3.5,1.3229739777038632,0.5978666560377083,11700,327.0,0.003048780487804878,0.040927694406548434,4920.6,2050.609665440988,7,654,0.4404,2,Female,West,0.4404,2
CUST00355,0,2,315000,45000.0,1,1,5,57,54,2,157500.0,157500.0,574,5833.333333333333,0.0034782608695652175,1.0,3.5,0.0,0.7674327549456742,135000,284.5,0.0035026269702276708,6.0,126108.6,0.0,7,569,0.28595,0,Male,West,0.28595,0
CUST00356,1,4,409000,32500.0,4,1,468,44,36,4,102250.0,102250.0,1409,11361.111111111111,0.0028368794326241137,0.25,2.5,0.9488703966221091,0.7676321108080385,277000,235.25,0.004232804232804233,0.0641025641025641,163601.2,30838.287890218548,10,941,0.313175,2,Female,West,0.313175,2
CUST00357,1,7,486000,21000.0,5,2,208,30,51,7,69428.57142857143,69428.57142857143,1423,9529.411764705883,0.0049157303370786515,0.4,3.0,1.0644392843999357,0.8368535418008605,272000,173.57142857142858,0.0057283142389525366,0.14423076923076922,194449.2,22353.22497239865,21,1215,0.2165285714285714,2,Male,South,0.2165285714285714,2
CUST00358,1,7,380050,14150.0,6,3,156,55,4,7,54292.857142857145,54292.857142857145,1418,95012.5,0.004933051444679351,0.5,3.142857142857143,1.1378768571351154,0.8535610951585941,179950,180.28571428571428,0.005516154452324665,0.19230769230769232,152084.80000000002,16100.957528461882,22,1262,0.2501285714285714,0,Female,North,0.2501285714285714,0
CUST00359,1,4,480000,55500.0,2,1,40,33,25,4,120000.0,120000.0,694,19200.0,0.0057553956834532375,0.5,2.75,0.5225225225225226,0.8180366410513685,220000,163.5,0.0060790273556231,0.75,192098.7,29000.000000000004,11,654,0.334025,2,Male,East,0.334025,2
CUST00360,0,4,143000,33750.0,4,2,505,64,28,4,35750.0,35750.0,1179,5107.142857142857,0.003389830508474576,0.5,1.25,0.8683638547171577,0.8403929995041528,58000,168.5,0.0058997050147492625,0.0594059405940594,57201.2,29307.28009670407,5,674,0.62505,0,Male,East,0.62505,0
CUST00361,0,2,102000,28500.0,2,1,251,59,11,2,51000.0,51000.0,429,9272.727272727272,0.004651162790697674,0.5,1.5,0.8187552203212656,0.6490435274218729,78000,89.0,0.011111111111111112,0.11952191235059761,40834.799999999996,23334.52377915607,3,178,0.2202,2,Female,West,0.2202,2
CUST00362,0,3,113000,14333.333333333334,3,1,76,47,22,3,37666.666666666664,37666.666666666664,723,5136.363636363636,0.004143646408839779,0.3333333333333333,2.3333333333333335,0.7684982159003863,0.7878093152659373,57000,215.66666666666666,0.004615384615384616,0.39473684210526316,45287.6,11015.141094572204,7,647,0.4521333333333333,0,Female,South,0.4521333333333333,0
CUST00363,1,4,409000,35750.0,4,1,38,48,42,4,102250.0,102250.0,1448,9738.095238095239,0.0027605244996549345,0.25,2.75,0.7988369134962346,0.7709229467639507,271000,352.5,0.002828854314002829,0.7894736842105263,163699.30000000002,28558.419657490387,11,1410,0.08389999999999999,1,Female,East,0.08389999999999999,1
CUST00364,1,4,385000,26250.0,4,2,413,27,51,4,96250.0,96250.0,1111,7549.019607843137,0.0035971223021582736,0.5,3.25,1.116467813207774,0.7581700164117786,256000,174.5,0.005698005698005698,0.07263922518159806,154001.2,29307.28009670407,13,698,0.39012499999999994,2,Female,South,0.39012499999999994,2
CUST00365,1,5,586250,27010.0,5,3,304,25,51,5,117250.0,117250.0,1391,11495.098039215687,0.0035919540229885057,0.6,4.0,1.0928627613850037,0.7982995350251221,349750,217.4,0.004578754578754579,0.09868421052631579,234519.8,29518.223185008952,20,1087,0.29032,0,Female,East,0.29032,0
CUST00366,1,5,306250,18010.0,5,3,323,42,10,5,61250.0,61250.0,1442,30625.0,0.003465003465003465,0.6,3.2,0.9761150580164373,0.7663827627036823,224750,223.8,0.004448398576512455,0.09287925696594428,122514.1,17579.832194876035,16,1119,0.18875999999999998,2,Male,West,0.18875999999999998,2
CUST00367,0,5,37150,2470.0,3,2,55,63,28,5,7430.0,7430.0,934,1326.7857142857142,0.0053475935828877,0.6666666666666666,3.2,2.156872854333527,0.6993419690776934,35850,175.8,0.005656108597285068,0.5454545454545454,14954.5,5327.475950203811,16,879,0.37049999999999994,0,Female,West,0.37049999999999994,0
CUST00368,0,2,100150,12525.0,2,2,594,64,10,2,50075.0,50075.0,839,10015.0,0.002380952380952381,1.0,3.5,1.4085679992498492,0.586514172398942,99850,122.5,0.008097165991902834,0.050505050505050504,40060.6,17642.31419060436,7,245,-0.39280000000000004,0,Female,West,-0.39280000000000004,0
CUST00369,0,3,76000,10666.666666666666,3,2,109,34,55,3,25333.333333333332,25333.333333333332,423,1381.8181818181818,0.007075471698113208,0.6666666666666666,2.6666666666666665,0.21650635094610968,0.8439986412005717,28000,104.66666666666667,0.00946372239747634,0.27522935779816515,30477.7,2309.401076758503,8,314,0.3306666666666666,2,Male,South,0.3306666666666666,2
CUST00370,0,5,155200,17220.0,4,3,755,48,12,5,31040.0,31040.0,1437,12933.333333333334,0.0034770514603616135,0.75,2.0,1.0450412645711642,0.8145275930709845,89800,136.4,0.00727802037845706,0.039735099337748346,62081.5,17995.61057591545,10,682,0.10711999999999999,0,Male,East,0.10711999999999999,0
CUST00371,0,3,400,83.33333333333333,2,1,1144,53,38,3,133.33333333333334,133.33333333333334,1413,10.526315789473685,0.0021216407355021216,0.5,2.0,0.34641016151377546,0.8738680163771168,100,89.66666666666667,0.011029411764705881,0.026223776223776224,160.9,28.867513459481287,6,269,0.02099999999999998,1,Male,North,0.02099999999999998,1
CUST00372,0,2,700,100.0,1,1,501,58,49,2,350.0,350.0,1264,14.285714285714286,0.0015810276679841897,1.0,3.5,0.0,0.7674327549456742,300,381.5,0.00261437908496732,0.059880239520958084,280.6,0.0,7,763,0.50615,2,Female,West,0.50615,2
CUST00373,0,1,500,100.0,1,1,1051,23,53,1,500.0,500.0,1051,9.433962264150944,0.0009505703422053232,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.028544243577545196,200.3,17677.66952966369,5,0,0.5719,0,Male,North,0.5719,0
CUST00374,1,7,375700,13885.714285714286,6,3,244,42,16,7,53671.42857142857,53671.42857142857,1415,23481.25,0.0049435028248587575,0.5,3.2857142857142856,1.2012306718348098,0.82163556993664,224900,167.28571428571428,0.005942275042444822,0.12295081967213115,150318.4,16679.945900334787,23,1171,0.20447142857142855,0,Female,East,0.20447142857142855,0
CUST00375,0,1,100,100.0,1,1,1087,57,21,1,100.0,100.0,1087,4.761904761904762,0.0009191176470588235,1.0,1.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.027598896044158234,40.3,17677.66952966369,1,0,0.4404,2,Female,North,0.4404,2
CUST00376,1,10,510500,16610.0,4,3,66,44,27,10,51050.0,51050.0,1398,18907.40740740741,0.007147962830593281,0.75,3.3,1.1516243709581957,0.8962489902802554,209500,133.2,0.00745156482861401,0.45454545454545453,204292.7,19128.48080161563,33,1332,0.15519999999999998,0,Female,West,0.15519999999999998,0
CUST00377,1,5,194200,13610.0,5,3,254,40,50,5,38840.0,38840.0,1186,3884.0,0.004212299915754001,0.6,2.8,1.332642781909352,0.7779417234293943,134800,186.4,0.005336179295624333,0.11811023622047244,77714.8,18137.26826178628,14,932,0.34804,2,Female,East,0.34804,2
CUST00378,1,4,197050,10012.5,4,2,549,33,7,4,49262.5,49262.5,1212,28150.0,0.0032976092333058533,0.5,3.75,1.1196147173143345,0.7763974870079403,124950,165.75,0.005997001499250375,0.0546448087431694,78821.2,11210.142357109773,15,663,0.42327499999999996,0,Female,North,0.42327499999999996,0
CUST00379,1,6,985200,45841.666666666664,3,2,144,33,3,6,164200.0,164200.0,1319,328400.0,0.004545454545454545,0.6666666666666666,3.6666666666666665,0.5575443880621554,0.8969886301881689,279800,195.83333333333334,0.005080440304826418,0.20833333333333334,394148.1,25558.763989415973,22,1175,0.2773666666666667,2,Female,East,0.2773666666666667,2
CUST00380,1,5,235100,15220.0,4,3,252,45,12,5,47020.0,47020.0,1079,19591.666666666668,0.004629629629629629,0.75,2.2,1.147344847730124,0.7574979348480044,179900,165.4,0.006009615384615384,0.11904761904761904,94075.4,17462.58858245249,11,827,0.37839999999999996,2,Male,West,0.37839999999999996,2
CUST00381,0,1,15000,3000.0,1,1,719,35,13,1,15000.0,15000.0,719,1153.8461538461538,0.001388888888888889,1.0,5.0,1.002462093863965,0.8026357929251943,0,0.0,1.0,0.04172461752433936,6000.3,17677.66952966369,5,0,0.5719,2,Female,North,0.5719,2
CUST00382,0,3,90250,15050.0,3,2,264,49,23,3,30083.333333333332,30083.333333333332,1393,3923.913043478261,0.002152080344332855,0.6666666666666666,1.6666666666666667,1.7234201256845247,0.6349400227933988,89950,376.3333333333333,0.00265017667844523,0.11363636363636363,36131.200000000004,25937.472891552097,5,1129,0.5719,2,Male,South,0.5719,2
CUST00383,1,6,462450,17025.0,5,3,40,44,19,6,77075.0,77075.0,1438,24339.473684210527,0.004169562195969423,0.6,3.5,1.5569021259842502,0.7730116105402127,349950,233.0,0.004273504273504274,0.75,185079.3,26506.258694881857,21,1398,0.6537666666666666,0,Female,South,0.6537666666666666,0
CUST00384,1,6,413400,23850.0,5,3,176,57,2,6,68900.0,68900.0,1030,206700.0,0.005819592628516004,0.6,2.8333333333333335,1.1534704741837063,0.8301360487737286,209600,142.33333333333334,0.0069767441860465115,0.17045454545454544,165418.5,27510.270809281395,17,854,0.44288333333333335,0,Male,South,0.44288333333333335,0
CUST00385,0,2,82000,16500.0,2,2,151,36,35,2,41000.0,41000.0,1083,2342.8571428571427,0.0018450184501845018,1.0,3.0,0.7285342594043217,0.8656370604950709,18000,466.0,0.0021413276231263384,0.1986754966887417,32864.799999999996,12020.815280171308,6,932,0.4404,2,Male,West,0.4404,2
