price,quantity,age,tenure_months,category_encoded,region_encoded,gender_encoded,year,month,quarter,day_of_week,day_of_month,is_weekend,is_month_end,is_month_start,is_holiday_season,is_summer,is_spring,customer_total_purchases,customer_avg_quantity,customer_total_spent,customer_avg_spent,product_popularity,product_avg_price,product_total_sales,region_avg_sales,region_total_sales,price_vs_avg,discount_indicator,segment_avg_sales,customer_rolling_avg_3,customer_rolling_avg_7,total_value
50,1,46,1,2,2,1,2023,6,2,6,4,1,0,1,0,1,0,6,3.1666666666666665,136550,22758.333333333332,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,20016.666666666668,20110.0,50
3000,4,39,28,0,0,0,2021,3,1,1,23,0,0,0,0,0,1,4,3.5,200400,50100.0,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,57205.288270377736,12000.0,12000.0,12000
15000,5,51,18,0,3,1,2023,12,4,5,16,1,0,0,1,0,0,5,3.8,445000,89000.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58106.99348645869,91666.66666666667,89000.0,75000
50,4,44,28,2,3,1,2022,12,4,0,5,0,0,1,1,0,0,4,1.75,23250,5812.5,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,7600.0,7600.0,200
8000,3,58,15,1,1,0,2022,6,2,0,13,0,0,0,0,1,0,4,2.75,393000,98250.0,809,8000.0,19264000,59363.15510852303,112137000,1.0,0,57205.288270377736,79500.0,79500.0,24000
8000,4,55,34,1,2,1,2021,2,1,1,9,0,0,0,0,0,0,3,3.6666666666666665,68400,22800.0,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,57205.288270377736,16200.0,16200.0,32000
100,5,59,32,2,1,0,2021,4,2,0,26,0,1,0,0,0,1,3,4.666666666666667,355500,118500.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,118500.0,118500.0,500
12000,3,20,27,1,0,0,2022,7,3,5,9,1,0,0,0,1,0,5,4.0,189250,37850.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,43000.0,37850.0,36000
25000,3,23,37,0,2,0,2020,1,1,4,17,0,0,0,1,0,0,7,2.5714285714285716,357000,51000.0,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,58039.03816199377,75000.0,75000.0,75000
12000,2,43,39,0,0,1,2022,12,4,4,9,0,0,0,1,0,0,3,3.6666666666666665,72500,24166.666666666668,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,12250.0,12250.0,24000
100,3,51,23,2,3,0,2021,4,2,6,18,1,0,0,0,0,1,7,4.142857142857143,563050,80435.71428571429,790,100.0,241800,57156.431113370614,112426700,1.0,0,58106.99348645869,66766.66666666667,137575.0,300
100,3,28,15,2,1,0,2020,11,4,3,19,0,0,0,0,0,0,6,3.0,458300,76383.33333333333,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,20100.0,20100.0,300
50,2,64,2,2,3,1,2022,2,1,6,20,1,0,0,0,0,0,7,2.142857142857143,220100,31442.85714285714,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,45033.333333333336,39775.0,100
3000,4,40,31,0,3,0,2020,10,4,0,26,0,1,0,0,0,0,2,2.5,20000,10000.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,58106.99348645869,12000.0,12000.0,12000
8000,2,59,6,1,0,1,2020,12,4,6,6,1,0,0,1,0,0,4,2.75,359000,89750.0,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,58106.99348645869,16000.0,16000.0,16000
12000,5,19,18,1,0,1,2021,3,1,1,30,0,1,0,0,0,1,8,3.0,466150,58268.75,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,24000.0,18037.5,60000
50,5,31,57,2,3,1,2023,5,2,0,22,0,0,0,0,0,1,5,4.0,276250,55250.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,80083.33333333333,55250.0,250
3000,1,43,9,0,0,1,2021,11,4,0,1,0,0,1,0,0,0,4,2.5,384000,96000.0,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58039.03816199377,81333.33333333333,81333.33333333333,3000
25000,4,35,7,0,0,1,2023,1,1,0,2,0,0,1,1,0,0,3,3.6666666666666665,124500,41500.0,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,58106.99348645869,62000.0,62000.0,100000
50,1,19,49,2,1,1,2023,11,4,4,10,0,0,0,0,0,0,3,2.6666666666666665,76050,25350.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,58106.99348645869,25350.0,25350.0,50
100,4,40,15,2,3,0,2023,6,2,1,13,0,0,0,0,1,0,6,1.8333333333333333,91500,15250.0,790,100.0,241800,57156.431113370614,112426700,1.0,0,58039.03816199377,6133.333333333333,15250.0,400
12000,1,25,24,1,2,0,2020,12,4,1,8,0,0,0,1,0,0,7,3.2857142857142856,511550,73078.57142857143,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,58106.99348645869,12000.0,12000.0,12000
15000,3,39,55,0,3,1,2023,7,3,1,18,0,0,0,0,1,0,4,3.0,306100,76525.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58039.03816199377,27033.333333333332,76525.0,45000
15000,3,33,1,0,3,1,2023,6,2,5,17,1,0,0,0,1,0,7,3.142857142857143,259000,37000.0,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,57205.288270377736,30333.333333333332,33166.666666666664,45000
25000,3,46,38,0,0,1,2023,2,1,6,26,1,1,0,0,0,0,7,3.142857142857143,177500,25357.14285714286,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,58106.99348645869,26133.333333333332,20480.0,75000
25000,5,30,43,0,3,1,2020,5,2,1,26,0,1,0,0,0,1,3,3.3333333333333335,310000,103333.33333333333,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58039.03816199377,125000.0,125000.0,125000
8000,2,31,17,1,3,1,2020,6,2,4,5,0,0,1,0,1,0,5,2.6,250000,50000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,57205.288270377736,16000.0,16000.0,16000
15000,5,56,40,0,2,1,2023,9,3,2,20,0,0,0,0,0,0,5,3.0,270300,54060.0,801,15000.0,35400000,58093.500252908445,114850850,1.0,0,58106.99348645869,85033.33333333333,63825.0,75000
25000,5,55,15,0,0,0,2022,2,1,4,18,0,0,0,0,0,0,5,3.8,514400,102880.0,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,57205.288270377736,96333.33333333333,96333.33333333333,125000
100,1,29,19,2,3,1,2022,3,1,4,25,0,0,0,0,0,1,7,2.5714285714285716,240300,34328.57142857143,790,100.0,241800,57156.431113370614,112426700,1.0,0,58106.99348645869,18700.0,39025.0,100
15000,3,40,7,0,1,1,2023,11,4,6,5,1,0,1,0,0,0,2,3.0,90000,45000.0,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58106.99348645869,45000.0,45000.0,45000
50,4,50,50,2,3,0,2023,5,2,1,23,0,0,0,0,0,1,7,2.5714285714285716,154500,22071.428571428572,831,50.0,121850,57156.431113370614,112426700,1.0,0,57205.288270377736,23433.333333333332,23660.0,200
15000,5,48,43,0,2,1,2021,5,2,6,9,1,0,0,0,0,1,6,2.6666666666666665,548000,91333.33333333333,801,15000.0,35400000,58093.500252908445,114850850,1.0,0,57205.288270377736,110000.0,110000.0,75000
50,1,42,21,2,2,1,2020,3,1,1,31,0,1,0,0,0,1,4,1.75,137050,34262.5,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,50.0,50.0,50
50,4,43,21,2,3,0,2023,8,3,2,9,0,0,0,0,1,0,7,3.857142857142857,164750,23535.714285714286,831,50.0,121850,57156.431113370614,112426700,1.0,0,58106.99348645869,13066.666666666666,23535.714285714286,200
3000,1,60,21,0,3,0,2023,3,1,0,13,0,0,0,0,0,1,4,3.0,257000,64250.0,782,3000.0,6975000,57156.431113370614,112426700,1.0,0,57205.288270377736,15666.666666666666,15666.666666666666,3000
3000,1,41,56,0,2,1,2020,12,4,0,28,0,1,0,1,0,0,4,2.5,237150,59287.5,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,58106.99348645869,13500.0,13500.0,3000
100,4,26,39,2,1,1,2021,4,2,4,30,0,1,0,0,0,1,6,3.0,431400,71900.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58039.03816199377,10133.333333333334,10133.333333333334,400
50,3,58,37,2,3,1,2020,5,2,1,5,0,0,1,0,0,1,4,3.0,162150,40537.5,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,150.0,150.0,150
8000,2,34,23,1,0,0,2021,6,2,6,20,1,0,0,0,1,0,2,3.0,296000,148000.0,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,58106.99348645869,16000.0,16000.0,16000
12000,1,60,52,1,0,1,2023,3,1,1,28,0,1,0,0,0,1,5,1.4,111100,22220.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58106.99348645869,12033.333333333334,22220.0,12000
12000,4,55,38,0,0,1,2021,9,3,6,5,1,0,1,0,0,0,6,2.8333333333333335,766000,127666.66666666667,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,134666.66666666666,171000.0,48000
12000,5,34,16,1,3,0,2023,3,1,5,18,1,0,0,0,0,1,4,4.0,184000,46000.0,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58039.03816199377,56000.0,46000.0,60000
12000,5,21,6,1,1,1,2020,8,3,5,29,1,1,0,0,1,0,8,3.125,539400,67425.0,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,60000.0,60000.0,60000
8000,3,57,39,1,3,1,2022,3,1,0,28,0,1,0,0,0,1,3,2.3333333333333335,171000,57000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,57205.288270377736,18000.0,18000.0,24000
12000,4,59,5,1,1,0,2020,5,2,4,15,0,0,0,0,0,1,6,3.8333333333333335,109050,18175.0,787,12000.0,28200000,59363.15510852303,112137000,1.0,0,58106.99348645869,24200.0,24200.0,48000
50,2,51,28,2,3,0,2023,9,3,0,11,0,0,0,0,0,0,3,3.0,48100,16033.333333333334,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,18050.0,18050.0,100
45000,3,42,28,0,2,1,2023,7,3,3,13,0,0,0,0,1,0,5,3.2,251100,50220.0,799,45000.0,108450000,58093.500252908445,114850850,1.0,0,58039.03816199377,73000.0,50220.0,135000
12000,3,22,55,1,0,1,2021,3,1,1,16,0,0,0,0,0,1,4,3.25,167000,41750.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,57205.288270377736,55500.0,55500.0,36000
50,5,37,20,2,2,0,2021,12,4,3,23,0,0,0,1,0,0,3,3.6666666666666665,133250,44416.666666666664,831,50.0,121850,58093.500252908445,114850850,1.0,0,57205.288270377736,250.0,250.0,250
25000,2,58,28,0,2,1,2020,8,3,3,20,0,0,0,0,1,0,7,2.857142857142857,470000,67142.85714285714,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,58039.03816199377,81666.66666666667,81666.66666666667,50000
50,5,57,4,2,1,1,2020,12,4,0,14,0,0,0,1,0,0,7,3.5714285714285716,740250,105750.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,57205.288270377736,175125.0,175125.0,250
15000,4,19,59,0,3,0,2020,1,1,4,24,0,0,0,1,0,0,6,3.6666666666666665,396250,66041.66666666667,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,58039.03816199377,60000.0,60000.0,60000
100,5,48,22,2,0,0,2023,2,1,5,18,1,0,0,0,0,0,3,4.0,167500,55833.333333333336,790,100.0,241800,56760.083064143975,122999100,1.0,0,57205.288270377736,16250.0,16250.0,500
25000,3,57,28,0,0,0,2022,3,1,3,10,0,0,0,0,0,1,5,2.2,327000,65400.0,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,58039.03816199377,41000.0,65400.0,75000
12000,4,61,19,1,2,1,2022,2,1,5,26,1,1,0,0,0,0,8,3.625,415350,51918.75,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,58106.99348645869,86050.0,59191.666666666664,48000
8000,3,43,55,1,3,1,2023,5,2,6,7,1,0,0,0,0,1,4,2.0,69200,17300.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58039.03816199377,23033.333333333332,17300.0,24000
25000,3,38,45,0,2,1,2022,10,4,5,8,1,0,0,0,0,0,6,3.0,433150,72191.66666666667,783,25000.0,59325000,58093.500252908445,114850850,1.0,0,58106.99348645869,49333.333333333336,93250.0,75000
3000,4,64,24,0,1,1,2020,7,3,6,26,1,1,0,0,1,0,3,3.3333333333333335,80000,26666.666666666668,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58106.99348645869,36000.0,36000.0,12000
12000,5,37,27,0,2,1,2020,6,2,2,3,0,0,1,0,1,0,4,3.5,485000,121250.0,801,12000.0,28596000,58093.500252908445,114850850,1.0,0,58039.03816199377,60000.0,60000.0,60000
25000,3,31,2,0,1,1,2022,3,1,2,30,0,1,0,0,0,1,4,2.0,124000,31000.0,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,57205.288270377736,31333.333333333332,31333.333333333332,75000
3000,1,41,3,0,0,1,2023,3,1,4,24,0,0,0,0,0,1,9,2.888888888888889,300200,33355.555555555555,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58039.03816199377,25000.0,33750.0,3000
3000,5,39,39,0,0,1,2022,10,4,4,28,0,1,0,0,0,0,5,3.6,410000,82000.0,782,3000.0,6975000,56760.083064143975,122999100,1.0,0,58106.99348645869,108333.33333333333,108333.33333333333,15000
12000,4,54,18,1,0,1,2023,7,3,4,21,0,0,0,0,1,0,5,3.0,364000,72800.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58039.03816199377,28000.0,72800.0,48000
8000,4,31,8,1,2,0,2022,9,3,6,4,1,0,1,0,0,0,7,2.5714285714285716,370000,52857.142857142855,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,57205.288270377736,30666.666666666668,52857.142857142855,32000
45000,1,59,2,0,2,0,2023,12,4,2,20,0,0,0,1,0,0,1,1.0,45000,45000.0,799,45000.0,108450000,58093.500252908445,114850850,1.0,0,58106.99348645869,45000.0,45000.0,45000
8000,1,43,58,1,0,0,2020,5,2,6,31,1,1,0,0,0,1,4,2.25,253000,63250.0,809,8000.0,19264000,56760.083064143975,122999100,1.0,0,57205.288270377736,8000.0,8000.0,8000
3000,1,40,36,0,2,1,2021,10,4,5,9,1,0,0,0,0,0,6,2.6666666666666665,211400,35233.333333333336,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,58106.99348645869,17050.0,17050.0,3000
45000,2,28,15,0,1,1,2023,3,1,5,4,1,0,1,0,0,1,2,3.0,138000,69000.0,799,45000.0,108450000,59363.15510852303,112137000,1.0,0,58106.99348645869,69000.0,69000.0,90000
25000,4,39,47,0,0,1,2021,5,2,5,29,1,1,0,0,0,1,3,3.6666666666666665,250000,83333.33333333333,783,25000.0,59325000,56760.083064143975,122999100,1.0,0,57205.288270377736,100000.0,100000.0,100000
3000,3,24,44,0,2,0,2021,12,4,1,7,0,0,0,1,0,0,2,4.0,9250,4625.0,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,57205.288270377736,4625.0,4625.0,9000
100,3,20,21,2,1,1,2023,9,3,5,9,1,0,0,0,0,0,5,2.0,198300,39660.0,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,12766.666666666666,39660.0,300
50,2,21,57,2,3,1,2021,4,2,2,14,0,0,0,0,0,1,5,2.8,126400,25280.0,831,50.0,121850,57156.431113370614,112426700,1.0,0,58039.03816199377,30033.333333333332,31525.0,100
8000,1,42,10,1,3,1,2021,6,2,4,11,0,0,0,0,1,0,5,3.2,306250,61250.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58106.99348645869,93666.66666666667,93666.66666666667,8000
45000,2,59,24,0,3,0,2022,3,1,4,11,0,0,0,0,0,1,4,3.0,162500,40625.0,799,45000.0,108450000,57156.431113370614,112426700,1.0,0,57205.288270377736,51000.0,51000.0,90000
3000,2,57,57,0,1,0,2021,7,3,0,26,0,1,0,0,1,0,4,2.0,211050,52762.5,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58106.99348645869,15500.0,15500.0,6000
50,5,35,41,2,1,0,2022,8,3,1,30,0,1,0,0,1,0,2,5.0,60250,30125.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,58106.99348645869,250.0,250.0,250
3000,5,33,16,0,1,0,2020,10,4,0,5,0,0,1,0,0,0,9,2.7777777777777777,280250,31138.88888888889,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,57205.288270377736,42500.0,42500.0,15000
15000,2,19,2,0,0,1,2023,5,2,3,25,0,0,0,0,0,1,6,3.3333333333333335,195200,32533.333333333332,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,57205.288270377736,20000.0,30000.0,30000
12000,1,45,41,1,3,1,2022,12,4,3,29,0,1,0,1,0,0,6,3.5,296450,49408.333333333336,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58106.99348645869,53666.666666666664,49408.333333333336,12000
8000,1,60,56,1,3,1,2022,2,1,4,11,0,0,0,0,0,0,5,2.2,240000,48000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58106.99348645869,30666.666666666668,25000.0,8000
8000,2,20,21,1,1,0,2023,12,4,6,24,1,0,0,1,0,0,4,3.25,238400,59600.0,809,8000.0,19264000,59363.15510852303,112137000,1.0,0,58039.03816199377,9466.666666666666,59600.0,16000
50,3,22,1,2,1,0,2023,12,4,1,19,0,0,0,1,0,0,3,2.3333333333333335,48150,16050.0,831,50.0,121850,59363.15510852303,112137000,1.0,0,57205.288270377736,16050.0,16050.0,150
15000,5,56,48,0,1,0,2021,3,1,5,27,1,1,0,0,0,1,8,3.5,747400,93425.0,801,15000.0,35400000,59363.15510852303,112137000,1.0,0,58106.99348645869,85133.33333333333,85133.33333333333,75000
50,2,39,25,2,0,0,2020,5,2,1,5,0,0,1,0,0,1,5,2.4,50250,10050.0,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,100.0,100.0,100
12000,1,49,25,1,3,0,2022,7,3,2,6,0,0,0,0,1,0,4,1.5,54100,13525.0,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58106.99348645869,21000.0,21000.0,12000
100,3,45,33,2,3,1,2020,9,3,2,30,0,1,0,0,0,0,5,2.4,156600,31320.0,790,100.0,241800,57156.431113370614,112426700,1.0,0,57205.288270377736,300.0,300.0,300
25000,5,51,18,0,3,1,2020,4,2,2,8,0,0,0,0,0,1,5,3.8,445000,89000.0,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58106.99348645869,125000.0,125000.0,125000
25000,2,64,51,0,3,0,2022,10,4,1,11,0,0,0,0,0,0,9,2.3333333333333335,277700,30855.555555555555,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58039.03816199377,36000.0,42166.666666666664,50000
12000,1,58,37,1,3,1,2021,5,2,0,3,0,0,1,0,0,1,4,3.0,162150,40537.5,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58039.03816199377,6075.0,6075.0,12000
25000,4,33,39,0,3,1,2023,7,3,2,26,0,1,0,0,1,0,5,2.2,250100,50020.0,783,25000.0,59325000,57156.431113370614,112426700,1.0,0,58039.03816199377,34366.666666666664,50020.0,100000
12000,2,23,22,0,2,0,2023,9,3,1,26,0,1,0,0,0,0,8,3.25,552600,69075.0,801,12000.0,28596000,58093.500252908445,114850850,1.0,0,58039.03816199377,39000.0,29600.0,24000
8000,2,42,59,1,1,0,2022,5,2,4,13,0,0,0,0,0,1,8,2.375,256050,32006.25,809,8000.0,19264000,59363.15510852303,112137000,1.0,0,58106.99348645869,40333.333333333336,33250.0,16000
12000,1,44,11,0,3,0,2020,3,1,4,27,0,1,0,0,0,1,9,2.6666666666666665,330000,36666.666666666664,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,58039.03816199377,12000.0,12000.0,12000
100,5,54,2,2,1,0,2020,9,3,1,8,0,0,0,0,0,0,3,4.666666666666667,173500,57833.333333333336,790,100.0,241800,59363.15510852303,112137000,1.0,0,58106.99348645869,500.0,500.0,500
12000,4,33,20,0,0,1,2021,9,3,5,11,1,0,0,0,0,0,4,3.0,96400,24100.0,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,57205.288270377736,28133.333333333332,28133.333333333332,48000
8000,3,55,1,1,3,0,2022,5,2,4,20,0,0,0,0,0,1,7,3.0,425000,60714.28571428572,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,58106.99348645869,49666.666666666664,49666.666666666664,24000
12000,2,18,53,0,1,0,2020,10,4,5,24,1,0,0,0,0,0,4,2.0,48200,12050.0,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,58039.03816199377,18000.0,18000.0,24000
50,2,47,57,2,2,1,2022,11,4,0,14,0,0,0,0,0,0,5,2.2,88100,17620.0,831,50.0,121850,58093.500252908445,114850850,1.0,0,58106.99348645869,6050.0,6050.0,100
100,2,18,9,2,2,1,2022,4,2,4,8,0,0,0,0,0,1,3,4.0,90200,30066.666666666668,790,100.0,241800,58093.500252908445,114850850,1.0,0,58106.99348645869,30066.666666666668,30066.666666666668,200
100,4,64,34,2,2,1,2021,2,1,0,1,0,0,1,0,0,0,5,4.2,159400,31880.0,790,100.0,241800,58093.500252908445,114850850,1.0,0,58039.03816199377,24200.0,24200.0,400
12000,3,25,55,1,2,1,2021,2,1,2,24,0,0,0,0,0,0,7,2.857142857142857,498200,71171.42857142857,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,58106.99348645869,130500.0,130500.0,36000
50,3,19,45,2,0,0,2023,5,2,1,9,0,0,0,0,0,1,7,3.2857142857142856,401150,57307.142857142855,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,13050.0,57307.142857142855,150
50,1,49,3,2,1,0,2020,4,2,3,16,0,0,0,0,0,1,6,3.0,291650,48608.333333333336,831,50.0,121850,59363.15510852303,112137000,1.0,0,58039.03816199377,50.0,50.0,50
12000,3,53,4,0,0,1,2021,6,2,2,23,0,0,0,0,1,0,3,2.0,106100,35366.666666666664,801,12000.0,28596000,56760.083064143975,122999100,1.0,0,58039.03816199377,36000.0,36000.0,36000
15000,2,22,30,0,3,1,2021,6,2,4,18,0,0,0,0,1,0,6,2.8333333333333335,240800,40133.333333333336,801,15000.0,35400000,57156.431113370614,112426700,1.0,0,57205.288270377736,55133.333333333336,33160.0,30000
45000,3,51,41,0,0,0,2023,3,1,0,6,0,0,0,0,0,1,3,2.6666666666666665,226000,75333.33333333333,799,45000.0,108450000,56760.083064143975,122999100,1.0,0,58106.99348645869,75333.33333333333,75333.33333333333,135000
12000,3,57,15,1,0,1,2021,5,2,2,12,0,0,0,0,0,1,5,3.0,316000,63200.0,787,12000.0,28200000,56760.083064143975,122999100,1.0,0,58039.03816199377,40333.333333333336,40333.333333333336,36000
12000,3,47,41,0,3,0,2023,8,3,6,20,1,0,0,0,1,0,3,3.6666666666666665,197000,65666.66666666667,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,58106.99348645869,65666.66666666667,65666.66666666667,36000
45000,1,52,56,0,0,1,2023,11,4,0,6,0,0,0,0,0,0,2,1.0,53000,26500.0,799,45000.0,108450000,56760.083064143975,122999100,1.0,0,57205.288270377736,26500.0,26500.0,45000
12000,5,50,57,0,2,0,2020,7,3,1,7,0,0,0,0,1,0,5,4.2,670000,134000.0,801,12000.0,28596000,58093.500252908445,114850850,1.0,0,58106.99348645869,60000.0,60000.0,60000
50,4,46,8,2,1,1,2022,7,3,3,21,0,0,0,0,1,0,3,4.333333333333333,100700,33566.666666666664,831,50.0,121850,59363.15510852303,112137000,1.0,0,58106.99348645869,50100.0,50100.0,200
12000,2,18,5,0,3,0,2022,7,3,5,9,1,0,0,0,1,0,5,3.0,412000,82400.0,801,12000.0,28596000,57156.431113370614,112426700,1.0,0,57205.288270377736,94000.0,88000.0,24000
12000,2,33,4,0,1,1,2021,1,1,2,6,0,0,0,1,0,0,4,2.5,243000,60750.0,801,12000.0,28596000,59363.15510852303,112137000,1.0,0,58106.99348645869,19500.0,19500.0,24000
45000,2,45,23,0,1,1,2020,7,3,5,25,1,0,0,0,1,0,7,3.2857142857142856,414600,59228.57142857143,799,45000.0,108450000,59363.15510852303,112137000,1.0,0,57205.288270377736,90000.0,90000.0,90000
15000,4,53,43,0,0,0,2020,4,2,6,19,1,0,0,0,0,1,4,4.5,175250,43812.5,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,58039.03816199377,60000.0,60000.0,60000
8000,2,21,23,1,3,1,2022,1,1,2,26,0,1,0,1,0,0,2,2.5,226000,113000.0,809,8000.0,19264000,57156.431113370614,112426700,1.0,0,57205.288270377736,16000.0,16000.0,16000
8000,1,31,22,1,1,0,2023,6,2,4,9,0,0,0,0,1,0,5,3.0,127250,25450.0,809,8000.0,19264000,59363.15510852303,112137000,1.0,0,57205.288270377736,22750.0,25450.0,8000
12000,2,57,2,1,3,0,2022,7,3,3,14,0,0,0,0,1,0,4,2.5,57200,14300.0,787,12000.0,28200000,57156.431113370614,112426700,1.0,0,58039.03816199377,16500.0,16500.0,24000
3000,4,21,41,0,2,1,2021,12,4,1,7,0,0,0,1,0,0,2,4.0,60000,30000.0,782,3000.0,6975000,58093.500252908445,114850850,1.0,0,57205.288270377736,30000.0,30000.0,12000
50,3,63,34,2,0,1,2023,11,4,1,21,0,0,0,0,0,0,7,2.5714285714285716,300550,42935.71428571428,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,8083.333333333333,42935.71428571428,150
12000,5,20,35,0,2,1,2020,9,3,3,17,0,0,0,0,0,0,5,3.0,252000,50400.0,801,12000.0,28596000,58093.500252908445,114850850,1.0,0,57205.288270377736,42500.0,42500.0,60000
12000,4,59,38,1,2,1,2020,4,2,4,3,0,0,1,0,0,1,6,4.333333333333333,593400,98900.0,787,12000.0,28200000,58093.500252908445,114850850,1.0,0,57205.288270377736,136500.0,136500.0,48000
25000,2,59,49,0,1,0,2020,12,4,1,29,0,1,0,1,0,0,4,3.0,104500,26125.0,783,25000.0,59325000,59363.15510852303,112137000,1.0,0,57205.288270377736,37000.0,37000.0,50000
50,2,46,22,2,0,0,2021,11,4,1,30,0,1,0,0,0,0,7,1.7142857142857142,98400,14057.142857142857,831,50.0,121850,56760.083064143975,122999100,1.0,0,58039.03816199377,10100.0,16080.0,100
15000,5,62,31,0,0,1,2020,8,3,0,31,0,1,0,0,1,0,5,3.2,135450,27090.0,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,58106.99348645869,25083.333333333332,25083.333333333332,75000
3000,5,44,46,0,1,0,2023,6,2,1,20,0,0,0,0,1,0,6,2.3333333333333335,145300,24216.666666666668,782,3000.0,6975000,59363.15510852303,112137000,1.0,0,58106.99348645869,25333.333333333332,24216.666666666668,15000
15000,2,53,16,0,0,1,2021,8,3,2,11,0,0,0,0,1,0,6,2.3333333333333335,327000,54500.0,801,15000.0,35400000,56760.083064143975,122999100,1.0,0,58039.03816199377,24000.0,24000.0,30000
50,2,30,10,2,0,1,2022,2,1,5,19,1,0,0,0,0,0,4,2.75,156100,39025.0,831,50.0,121850,56760.083064143975,122999100,1.0,0,57205.288270377736,40033.333333333336,40033.333333333336,100
8000,3,41,25,1,2,1,2020,11,4,6,1,1,0,1,0,0,0,4,3.5,139150,34787.5,809,8000.0,19264000,58093.500252908445,114850850,1.0,0,58039.03816199377,32000.0,32000.0,24000
45000,3,41,53,0,3,1,2020,12,4,6,27,1,1,0,1,0,0,3,1.6666666666666667,155000,51666.666666666664,799,45000.0,108450000,57156.431113370614,112426700,1.0,0,57205.288270377736,135000.0,135000.0,135000
